Frame,GID_1,GID_1 PlotX,GID_1 PlotY,GID_1 G3DX,GID_1 G3DY,GID_1 G3DZ,GID_1 Label,GID_2,GID_2 PlotX,GID_2 PlotY,GID_2 G3DX,GID_2 G3DY,GID_2 G3DZ,GID_2 Label
2733,5,715,716,-1547.91064,385.3274133333333,0.1,Floor,10,1,832,-8687.82746,-562.0370866666665,6633.109544388684,Wall
2735,5,713,697,-1571.23982,542.3074966666667,0.1,Floor,10,1,849,-8685.5425,-701.04052,6631.475756080585,Wall
2749,5,728,776,-1421.44687,-104.91082333333338,789.7263660425897,OID12,10,1,932,-8693.752410000001,-1379.7504933333332,6664.413598640791,Wall
2751,5,725,776,-1446.57131,-102.60927333333336,743.305101050272,OID12,10,1,941,-8685.03392,-1453.00499,6622.6523361282425,Wall
2753,5,583,793,-2872.00569,-241.7495,0.1,Floor,10,1,951,-8686.42988,-1534.8684,6605.6927179400645,Wall
2755,5,608,712,-2617.5142,419.3285433333333,0.1,Floor,10,1,960,-8688.03712,-1608.6655766666668,6556.377474611641,Wall
2763,5,648,701,-2220.84704,504.9989033333334,0.1,Floor,10,1,1000,-8685.84713,-1941.1366466666668,6541.149444358336,Wall
2765,5,625,699,-2447.0888,524.20904,0.1,Floor,10,1,1007,-8688.64373,-1992.1180333333332,6528.617690307205,Wall
2767,5,622,723,-2483.66677,326.28283,0.1,Floor,10,1,1001,-8692.05694,-1942.93268,6509.249693780463,Wall
4288,5,1847,714,9769.75482,398.0233733333334,182.9931688700167,Wall,10,773,485,-972.8664800000001,2271.37628,391.3484497131715,OID9
4296,5,1847,759,9772.04859,32.40603666666668,254.3205109085609,Wall,10,670,518,-1996.56732,2001.74174,0.1,Floor
4298,5,1840,768,9704.78322,-43.01614333333333,312.3446212761187,Wall,10,668,514,-2015.55296,2033.003686666667,0.1,Floor
4300,5,1842,786,9717.34066,-185.91911,423.4414810405401,Wall,10,667,500,-2025.1725900000001,2147.969766666667,0.1,Floor
4302,5,1844,795,9739.95959,-262.95176,367.07181525555825,Wall,10,650,488,-2204.83561,2246.57933,0.1,Floor
4304,5,1107,839,2372.2761499999997,-623.3561633333334,0.1,Floor,10,649,484,-2214.37655,2278.698616666667,0.1,Floor
4306,5,1109,840,2394.73503,-626.1698633333334,0.1,Floor,10,642,467,-2283.69413,2419.275516666667,0.1,Floor
4328,5,1114,899,2439.4718700000003,-1111.93969,0.1,Floor,10,704,298,-1656.59028,3800.982646666667,751.1138006252306,Wall
4330,5,1127,894,2573.42055,-1073.4979933333334,0.1,Floor,10,705,294,-1646.2031299999999,3835.311313333334,730.7928439959542,Wall
4334,5,1134,887,2642.53076,-1011.4846966666668,0.1,Floor,10,693,284,-1766.1646,3914.02982,727.2357312671631,Wall
4336,5,1147,890,2767.48956,-1037.3727766666668,0.1,Floor,10,692,280,-1775.82548,3949.317116666667,678.4585360976218,Wall
4338,5,1161,884,2912.62448,-987.3708666666668,0.1,Floor,10,690,275,-1795.2053099999998,3992.826326666667,605.9664456637215,Wall
4344,5,1122,862,2524.66011,-807.0783566666668,0.1,Floor,10,700,261,-1702.7968799999999,4109.04651,515.7550404482502,Wall
4360,5,1164,823,2936.29727,-488.67435333333333,0.1,Floor,10,616,484,-2542.8197,2278.6230433333335,0.1,Floor
4362,5,1158,770,2879.23361,-57.814693333333324,0.1,Floor,10,617,482,-2528.89638,2294.4933433333335,0.1,Floor
4364,5,1170,769,3001.78093,-51.331203333333335,0.1,Floor,10,624,482,-2463.80911,2299.94251,0.1,Floor
4384,5,1349,904,4789.8338,-1153.0234566666668,0.1,Floor,10,983,188,1126.87356,4706.0493,0.1,Floor
4386,5,1352,901,4822.70875,-1128.32336,0.1,Floor,10,974,203,1042.9200999999998,4578.170123333334,0.1,Floor
4388,5,1343,905,4734.77521,-1162.6551166666668,0.1,Floor,10,967,209,969.3980000000001,4533.83187,0.1,Floor
4390,5,1344,906,4736.89461,-1172.4845533333335,0.1,Floor,10,950,230,796.2746400000001,4356.1492333333335,0.1,Floor
4392,5,1338,895,4679.53688,-1082.67032,0.1,Floor,10,953,268,833.6681100000001,4045.136233333334,0.1,Floor
4394,5,1258,898,3882.8469999999998,-1101.97065,249.52561912009492,OID6,10,956,283,861.7767800000001,3925.25221,0.1,Floor
4396,5,1304,893,4335.95237,-1063.6244766666669,0.1,Floor,10,951,288,809.2162800000001,3881.479366666667,0.1,Floor
4398,5,1295,885,4248.82851,-1001.2203433333335,0.1,Floor,10,947,294,767.2428500000001,3836.745733333334,0.1,Floor
4400,5,1294,895,4241.37804,-1081.2002666666667,6.784208286299645,OID6,10,942,316,715.0979299999999,3658.489606666667,0.1,Floor
4402,5,1262,893,3923.62918,-1061.63008,56.78061727072668,OID6,10,952,321,823.05924,3613.605743333334,0.1,Floor
4404,5,1432,922,5615.39569,-1300.427266666667,0.1,Floor,10,952,305,821.50171,3744.05841,0.1,Floor
4406,5,1449,923,5787.17903,-1306.44873,33.58409686374944,PID2,10,960,280,899.9399400000002,3949.741546666667,0.1,Floor
4408,5,1797,952,9268.4357,-1545.650076666667,0.1,Floor,10,969,271,988.1770900000001,4022.33395,0.1,Floor
4410,5,1775,947,9049.8441,-1501.90448,0.1,Floor,10,985,254,1146.3962700000002,4160.74455,0.1,Floor
4412,5,1447,912,5771.60872,-1217.0075166666668,0.1,Floor,10,997,221,1272.89545,4433.125523333334,0.1,Floor
4414,5,1482,902,6123.32031,-1140.4087266666668,0.1,Floor,10,1013,204,1428.4989799999998,4571.142083333334,0.1,Floor
4436,5,1270,757,3997.70005,49.34877666666667,0.1,Floor,10,891,99,206.2215000000001,5430.773946666667,57.27238123238453,Wall
4438,5,1262,769,3920.64858,-46.8645,0.1,Floor,10,809,166,-613.59382,4886.341443333334,0.1,Floor
4440,5,1254,775,3844.50125,-94.27313666666669,0.1,Floor,10,939,93,686.6832100000001,5483.844156666667,443.76449133147435,Wall
4442,5,1246,786,3758.5951999999997,-184.06306,0.1,Floor,10,943,89,727.44398,5515.565643333334,410.62988703945916,Wall
4444,5,1249,790,3792.94412,-223.77579333333338,0.1,Floor,10,951,85,808.03244,5547.06671,352.0779393300181,Wall
4480,5,1281,901,4106.09163,-1124.9253633333335,178.41281360612243,OID6,10,1377,18,5071.51551,6094.5679199999995,1786.8130169999133,Wall
4482,5,1295,901,4249.94787,-1129.9866166666668,104.00798980458535,OID6,10,1389,43,5194.00599,5888.191683333334,1822.8476311336979,OID7
4484,5,1318,900,4483.79816,-1117.9617533333335,0.1,Floor,10,1389,57,5187.12156,5772.9785833333335,1881.7807297446473,OID7
4488,5,1314,895,4440.79852,-1075.89769,0.1,Floor,10,698,573,-1715.1016300000001,1550.5059466666667,1812.982293728043,OID12
4490,5,1320,884,4504.08072,-987.4938566666667,0.1,Floor,10,699,572,-1710.5336900000002,1559.9740666666667,1806.4032829857204,OID12
4492,5,1321,885,4507.36597,-998.5559833333335,0.1,Floor,10,701,571,-1685.83293,1569.2818066666669,1803.9957400705525,OID12
4494,5,1268,895,3980.73274,-1075.8936766666668,129.772490893635,OID6,10,703,571,-1671.2060499999998,1569.9763933333334,1806.2310508792373,OID12
4518,5,1350,791,4800.2497299999995,-230.50467333333336,0.1,Floor,10,685,583,-1851.58369,1470.1736033333332,1702.06442623626,OID12
4520,5,1353,791,4826.52387,-229.23342333333338,0.1,Floor,10,687,583,-1833.14375,1469.49561,1697.290621139955,OID12
4522,5,1355,799,4851.93236,-295.42874,0.1,Floor,10,689,583,-1805.03502,1468.9132066666668,1682.8192257735254,OID12
4524,5,1367,801,4966.70893,-312.30006666666674,0.1,Floor,10,691,583,-1786.27781,1468.6922833333333,1675.683691409858,OID12
4532,5,1373,828,5033.1982,-534.2085933333334,0.1,Floor,10,699,577,-1709.25558,1519.04063,1655.8295502857336,OID12
4534,5,1375,831,5047.64794,-553.01599,0.1,Floor,10,1784,309,9141.14594,3710.7759533333337,713.4359440973212,OID7
4536,5,1375,847,5052.15788,-688.8555333333335,0.1,Floor,10,1847,305,9769.533660000001,3745.1236633333338,1102.8831823115815,Wall
4538,5,1386,852,5156.60854,-725.2203066666667,0.1,Floor,10,1844,335,9735.53191,3496.9586099999997,1395.120399728827,Wall
4540,5,1380,848,5101.00836,-695.4376033333335,0.1,Floor,10,1842,317,9719.753850000001,3648.3350266666666,1331.51208819347,Wall
4542,5,1381,850,5105.35015,-707.6041066666668,0.1,Floor,10,1810,299,9402.04479,3792.0359,1392.6935247978938,OID7
4544,5,1383,850,5129.37224,-711.7004166666668,0.1,Floor,10,1687,297,8174.27024,3809.243933333333,1442.4128935742172,OID7
4546,5,1375,855,5052.94139,-749.46515,0.1,Floor,10,1646,293,7764.6654,3844.4359833333338,1311.834030326701,OID7
4556,5,1339,840,4687.9680499999995,-627.7286,0.1,Floor,10,1439,282,5685.23916,3936.7478733333337,1348.4673112847136,OID7
4558,5,1330,845,4600.50345,-667.0428033333335,0.1,Floor,10,1441,282,5714.59575,3936.96429,1204.6878005491787,OID7
4560,5,1555,857,6852.45511,-765.09217,0.1,Floor,10,1431,278,5613.80025,3970.6107,1140.4729704123006,OID7
4564,5,1427,849,5574.16046,-700.81888,0.1,Floor,10,1453,274,5833.17595,3996.917463333333,920.5682058944197,OID7
4628,5,1619,796,7488.00043,-271.20178,0.1,Floor,10,768,481,-1019.5053499999999,2308.7750866666665,0.1,Floor
4630,5,1766,788,8964.01704,-207.9207166666667,0.1,Floor,10,769,480,-1006.8728100000001,2314.3788566666667,0.1,Floor
4632,5,1841,764,9709.61493,-4.106946666666687,666.8389405113464,Wall,10,771,479,-994.91119,2319.6041966666667,0.1,Floor
4634,5,1843,766,9734.33886,-26.398676666666688,803.5741781117677,Wall,10,772,479,-982.0563,2325.920446666667,0.1,Floor
4636,5,1840,764,9697.99405,-8.30529,1165.4877271082114,Wall,10,779,481,-908.24975,2304.978016666667,0.1,Floor
4638,5,1840,768,9700.917010000001,-40.593593333333345,1263.0411664555716,Wall,10,772,475,-983.9094299999999,2352.9194333333335,27.207042469179214,OID12
4640,5,1840,770,9703.12337,-56.779560000000004,1422.1783853148631,Wall,10,788,472,-819.05574,2383.380453333333,0.1,Floor
4642,5,1845,769,9754.54418,-48.217566666666684,1560.873241593611,Wall,10,781,476,-893.57224,2347.536446666667,115.82930167227778,OID12
4644,5,1847,775,9765.45342,-98.31788666666668,1635.189901909995,Wall,10,773,466,-967.8640600000001,2428.0760266666666,643.6307929066295,OID12
4646,5,1849,803,9786.3022,-323.43989666666675,1571.280037457619,Wall,10,789,465,-811.9275299999999,2433.301106666667,0.1,Floor
4648,5,1567,842,6967.38738,-648.8761066666667,0.1,Floor,10,799,457,-705.9715900000001,2504.8093733333335,0.1,Floor
4656,5,1843,845,9725.46441,-668.6409333333335,842.7747746874636,Wall,10,798,461,-719.90753,2471.1432433333334,0.1,Floor
4658,5,1844,840,9737.90248,-628.5748766666668,1009.3849099278323,Wall,10,798,449,-724.1300000000001,2565.5141599999997,0.1,Floor
4660,5,1842,868,9720.61563,-856.0192466666667,19.120956276033212,Wall,10,803,449,-668.3296600000001,2568.9090699999997,0.1,Floor
4662,5,1833,874,9633.74137,-909.4070366666667,0.1,Floor,10,807,450,-632.29366,2556.4327233333333,0.1,Floor
4668,5,1489,832,6190.357550000001,-561.6221733333334,0.1,Floor,10,820,441,-495.37703999999997,2635.3019,0.1,Floor
4670,5,1490,840,6202.391299999999,-633.1616300000001,0.1,Floor,10,815,437,-552.78515,2664.94933,0.1,Floor
4686,5,1818,938,9476.19303,-1435.004226666667,0.1,Floor,10,848,316,-223.50471000000005,3657.6404199999997,0.1,Floor
4688,5,1825,915,9547.84327,-1245.84593,0.1,Floor,10,863,310,-66.33599000000004,3704.266746666667,0.1,Floor
4690,5,1837,919,9669.81558,-1272.1121,0.1,Floor,10,867,300,-29.878370000000018,3784.054366666667,0.1,Floor
4698,5,1840,829,9703.6173,-542.22526,0.1,Floor,10,869,286,-10.447959999999966,3903.992326666667,0.1,Floor
4700,5,1845,756,9752.99047,60.80437,0.1,Floor,10,869,285,-6.171860000000038,3909.757336666667,0.1,Floor
4702,5,1847,792,9772.09798,-235.59394,0.1,Floor,10,870,284,-2.0790700000000015,3915.828556666667,0.1,Floor
4704,5,1828,779,9581.14677,-131.56802,0.1,Floor,10,882,288,122.06726000000003,3888.7985833333337,0.1,Floor
4706,5,1830,766,9600.13753,-27.343019999999996,0.1,Floor,10,871,283,6.041510000000017,3928.469206666667,0.1,Floor
4710,5,1824,742,9538.6116,173.49623666666668,0.1,Floor,10,894,303,244.20384,3766.209946666667,0.1,Floor
4712,5,1796,742,9259.38147,168.66817333333336,0.1,Floor,10,884,297,137.73774000000003,3814.5491733333333,0.1,Floor
4714,5,1769,784,8988.74674,-167.81111333333337,0.1,Floor,10,896,314,261.07701,3671.6271733333333,0.1,Floor
4722,5,1743,699,8726.35722,523.3172033333334,0.1,Floor,10,863,385,-69.28017,3092.1769,0.1,Floor
4724,5,1725,699,8545.63384,522.22506,0.1,Floor,10,869,387,-7.374680000000012,3074.15821,0.1,Floor
4726,5,1717,690,8465.17247,596.2929266666667,0.1,Floor,10,869,386,-5.02642000000003,3080.97072,0.1,Floor
4732,5,1675,718,8052.307,365.4403433333334,0.1,Floor,10,869,411,-6.256939999999986,2882.2338933333335,0.1,Floor
4736,5,1747,713,8771.00449,409.7303433333334,0.1,Floor,10,872,430,20.146560000000022,2726.819286666667,0.1,Floor
4738,5,1849,686,9790.77674,628.2174466666668,93.70932375776806,Wall,10,876,417,63.82925999999998,2831.869386666667,0.1,Floor
5985,5,1136,893,2660.48721,-1066.0088033333334,0.1,Floor,10,1848,484,9783.29549,2283.7472966666664,2643.8006696406833,Wall
5987,5,1200,916,3304.50156,-1249.1085633333332,0.1,Floor,10,1849,487,9789.08986,2257.9013233333335,2605.5762551076136,Wall
5989,5,1024,928,1540.7135899999998,-1347.71144,0.1,Floor,10,1841,490,9705.628499999999,2232.06815,2579.8002824368614,Wall
5991,5,1013,933,1427.2390799999998,-1388.4679833333334,0.1,Floor,10,1843,492,9732.91863,2214.60387,2577.97488889345,Wall
5993,5,1012,936,1423.6928899999998,-1419.0022133333334,0.1,Floor,10,1845,498,9750.41404,2164.0548266666665,2567.829365754961,Wall
5995,5,1017,930,1469.97959,-1365.6227,0.1,Floor,10,1847,504,9768.02723,2121.9430866666667,2543.3400521013277,Wall
5997,5,984,942,1135.14851,-1461.1872066666667,0.1,Floor,10,1849,511,9786.028470000001,2063.3159,2518.608615269306,Wall
6017,5,711,872,-1591.24989,-893.34346,0.1,Floor,10,1157,520,2866.62356,1988.22024,111.62647857990396,PID1
6019,5,968,893,983.4236999999998,-1059.5093466666667,0.1,Floor,10,1158,519,2884.23258,1992.20416,1028.3913468072265,PID1
6039,5,1107,938,2370.9561,-1429.9891033333333,0.1,Floor,10,1174,519,3044.82653,1996.22658,2052.1588596921956,PID1
6045,5,1113,850,2430.92667,-711.3988366666666,0.1,Floor,10,1202,605,3321.49912,1293.45266,0.1,Floor
6051,5,1108,957,2376.303,-1588.8591633333335,0.1,Floor,10,1207,618,3371.45991,1188.26961,0.1,Floor
6075,5,1119,1028,2493.12211,-2164.736696666667,0.1,Floor,10,1184,627,3139.23242,1111.5034033333332,1183.9224723010416,OID5
6077,5,1119,1018,2486.59169,-2089.0088833333334,0.1,Floor,10,1190,627,3199.61465,1109.8765433333333,1180.2998733740872,OID5
6079,5,1128,1044,2579.92586,-2297.2906133333336,0.1,Floor,10,1193,628,3229.11718,1100.52228,1160.1346087536012,OID5
6085,5,1267,934,3969.74905,-1400.1093033333334,0.1,Floor,10,1201,627,3312.34611,1112.8075433333333,1102.1559095824282,OID5
6087,5,1264,935,3943.21021,-1410.1255433333333,0.1,Floor,10,1203,627,3329.60539,1116.3805433333332,1075.3277068107052,OID5
6089,5,1265,931,3946.61698,-1370.1929333333333,0.1,Floor,10,1205,626,3346.51996,1120.4794333333332,1131.7770350696858,OID5
6091,5,1259,938,3890.09276,-1431.0766733333335,0.1,Floor,10,1216,624,3463.1692,1132.9985066666666,1074.7584430217735,OID5
6105,5,1240,946,3703.49742,-1498.9018033333334,0.1,Floor,10,1294,565,4235.69296,1616.84518,0.1,Floor
6107,5,1105,1076,2345.84451,-2563.097506666667,0.1,Floor,10,1235,519,3654.28151,1995.682,3629.2820377520516,PID1
6109,5,1238,942,3678.43641,-1459.9849633333333,0.1,Floor,10,1237,519,3672.85052,1999.34048,3406.0843639732193,PID1
6111,5,1232,948,3621.50206,-1514.5703833333332,0.1,Floor,10,1239,518,3693.48385,2004.0684,2819.95672707645,PID1
6113,5,1233,943,3626.27666,-1468.5421833333335,0.1,Floor,10,1241,518,3713.88846,2007.75317,5204.965461391658,PID1
6115,5,1227,949,3569.83698,-1521.7150533333333,0.1,Floor,10,1243,517,3734.63078,2011.43906,2702.096468618043,PID1
6117,5,1224,949,3542.00333,-1523.3085933333334,0.1,Floor,10,1246,517,3755.50783,2015.20401,2473.3083177336666,PID1
6119,5,1222,949,3517.01854,-1524.2915233333333,0.1,Floor,10,1248,516,3776.75497,2019.01229,2652.2187941466045,PID1
6121,5,1222,943,3523.28356,-1475.3426633333333,0.1,Floor,10,1250,516,3796.42303,2023.26366,2080.2695758824902,PID1
6139,5,1027,944,1571.79657,-1477.1060666666667,0.1,Floor,10,1270,512,4000.39161,2053.25182,1019.6836785230181,PID1
6141,5,1030,934,1597.70944,-1399.0262866666667,0.1,Floor,10,1272,512,4020.55297,2053.47969,1004.4673118402229,PID1
6143,5,1026,960,1563.59264,-1612.2615833333334,0.1,Floor,10,1274,512,4039.80721,2052.70453,999.4876609405131,PID1
6145,5,1017,925,1469.558,-1324.8859400000001,0.1,Floor,10,1276,512,4057.75714,2050.64159,1005.3756068791715,PID1
6173,5,1158,944,2878.42183,-1483.1185933333334,0.1,Floor,10,1300,517,4297.95428,2008.1251,1885.4929009103312,PID1
6175,5,1159,939,2887.0680700000003,-1437.6025133333333,0.1,Floor,10,1302,518,4317.0815,2004.34657,1876.3766761420045,PID1
6177,5,1154,945,2836.17164,-1492.0683433333334,0.1,Floor,10,1304,518,4336.42624,2000.28842,1853.536945318949,PID1
6179,5,1149,950,2785.54591,-1530.2159766666668,0.1,Floor,10,1306,519,4355.78582,1995.89738,1834.4521821091012,PID1
6181,5,1152,941,2824.63195,-1451.9849233333334,0.1,Floor,10,1307,520,4374.9904,1991.08623,1813.8656643343893,PID1
6185,5,936,993,663.0924299999999,-1878.83596,0.1,Floor,10,1311,521,4414.13109,1980.46042,1776.2180542030997,PID1
6187,5,937,998,672.6602700000001,-1918.0326833333334,0.1,Floor,10,1313,522,4433.6168,1974.93892,1756.003927949727,PID1
6211,5,916,1012,462.18084999999996,-2035.0441233333336,0.1,Floor,10,1336,526,4658.37237,1940.70403,1776.4732763879902,PID1
6219,5,850,967,-195.67102999999997,-1667.16724,0.1,Floor,10,1343,526,4727.78507,1942.14865,1738.5954837689223,PID1
6221,5,885,965,151.2270900000001,-1653.2402,0.1,Floor,10,1345,525,4745.7488,1942.74073,1740.8954425629859,PID1
6223,5,883,966,127.98692000000005,-1664.18122,0.1,Floor,10,1346,525,4763.10383,1944.01895,1730.6965736332838,PID1
6227,5,873,962,32.188879999999926,-1625.1106666666667,0.1,Floor,10,1350,525,4800.95303,1947.89343,1698.7749018418965,PID1
6229,5,871,963,8.813290000000052,-1633.6520666666668,0.1,Floor,10,1352,525,4818.68917,1949.64065,1691.809652496935,PID1
6231,5,865,959,-54.705780000000004,-1599.44335,0.1,Floor,10,1354,524,4837.33117,1951.49031,1689.473146201165,PID1
6233,5,871,972,11.707080000000019,-1705.76625,0.1,Floor,10,1356,524,4856.38677,1953.70022,1700.2923257325097,PID1
6265,5,826,979,-436.25008,-1768.83722,0.1,Floor,10,1386,520,5158.30812,1986.3658,1840.5506580500005,PID1
6267,5,827,966,-428.77756,-1658.0860666666667,0.1,Floor,10,1388,520,5175.82464,1984.06098,1833.2743497037982,PID1
6269,5,830,972,-400.93775000000005,-1712.99271,0.1,Floor,10,1389,521,5193.12327,1980.91553,1825.8977233142953,PID1
6271,5,828,972,-422.91592,-1709.8631,0.1,Floor,10,1391,521,5211.00775,1977.27474,1822.5077744316743,PID1
6273,5,820,964,-496.14676999999995,-1647.5729666666668,0.1,Floor,10,1393,522,5229.18476,1973.47606,1817.2951837900057,PID1
6287,5,798,1001,-717.29107,-1946.7560966666667,0.1,Floor,10,1407,525,5372.97921,1946.67776,1359.931381993538,PID1
6289,5,795,1016,-750.16752,-2070.272226666667,0.1,Floor,10,1409,525,5394.37754,1942.8466,1356.2356021320725,PID1
6299,5,784,1044,-861.02848,-2300.975426666667,0.1,Floor,10,1420,528,5502.72696,1918.3819,1307.266663613476,PID1
6301,5,782,1058,-883.27001,-2412.57932,0.1,Floor,10,1422,529,5524.48739,1912.58277,1297.754112670475,PID1
6303,5,784,1074,-855.75232,-2541.0126600000003,0.1,Floor,10,1425,530,5546.82391,1906.57497,1286.4429499253445,PID1
6305,5,777,1072,-928.4813300000001,-2527.7290233333333,0.1,Floor,10,1427,531,5568.75874,1900.17804,1286.7951363049372,PID1
6311,5,765,1026,-1046.8506,-2154.90251,0.1,Floor,10,1434,533,5635.94677,1878.0736,1306.72674218536,PID1
6337,5,976,975,1062.53432,-1731.6740333333332,0.1,Floor,10,1848,655,9782.533940000001,886.0801799999999,1722.693386159735,Wall
