Frame,GID_1,GID_1 PlotX,GID_1 PlotY,GID_1 G3DX,GID_1 G3DY,GID_1 G3DZ,GID_1 Label,GID_2,GID_2 PlotX,GID_2 PlotY,GID_2 G3DX,GID_2 G3DY,GID_2 G3DZ,GID_2 Label
4438,5,1274,706,3920.64858,-46.8645,0.1,Floor,10,821,104,-613.59382,4886.341443333334,0.1,Floor
4440,5,1266,712,3844.50125,-94.27313666666669,0.1,Floor,10,986,-33,1036.6832100000001,6008.844156666667,281.1470605494319,Wall
4442,5,1258,722,3758.5951999999997,-184.06306,0.1,Floor,10,997,-37,1147.44398,6040.565643333334,223.06727274076616,Wall
4444,5,1261,727,3792.94412,-223.77579333333338,0.1,Floor,10,998,-41,1158.03244,6072.06671,184.5520151687722,Wall
4480,5,1330,852,4476.09163,-1249.9253633333335,0.1,Floor,10,759,467,-1228.4844899999998,1911.2345866666667,1891.1417646476245,OID12
4482,5,1335,849,4529.94787,-1221.6532833333335,0.1,Floor,10,762,470,-1195.99401,1888.1916833333335,1898.0799627290141,OID12
4484,5,1330,836,4483.79816,-1117.9617533333335,0.1,Floor,10,764,470,-1182.87844,1881.3119166666668,1908.3911470529795,OID12
4488,5,1326,831,4440.79852,-1075.89769,0.1,Floor,10,710,511,-1715.1016300000001,1550.5059466666667,1812.982293728043,OID12
4490,5,1332,820,4504.08072,-987.4938566666667,0.1,Floor,10,711,510,-1710.5336900000002,1559.9740666666667,1806.4032829857204,OID12
4492,5,1333,822,4507.36597,-998.5559833333335,0.1,Floor,10,713,509,-1685.83293,1569.2818066666669,1803.9957400705525,OID12
4494,5,1308,843,4260.73274,-1175.8936766666668,0.1,Floor,10,715,508,-1671.2060499999998,1569.9763933333334,1806.2310508792373,OID12
4518,5,1361,737,4790.2497299999995,-305.50467333333336,0.1,Floor,10,753,479,-1291.58369,1811.84027,842.6311897798948,OID12
4520,5,1365,728,4826.52387,-229.23342333333338,0.1,Floor,10,755,478,-1273.14375,1819.49561,792.6758664597457,OID12
4522,5,1367,736,4851.93236,-295.42874,0.1,Floor,10,769,479,-1125.03502,1810.5798733333336,612.8973796661517,OID12
4524,5,1379,738,4966.70893,-312.30006666666674,0.1,Floor,10,808,464,-736.27781,1935.35895,0.1,Floor
4532,5,1307,750,4253.1982,-409.2085933333334,377.6594453198611,OID6,10,776,469,-1059.25558,1894.04063,485.53685171440225,OID12
4534,5,1308,751,4257.64794,-419.68265666666673,389.33662439724094,OID6,10,1846,241,9641.14594,3760.7759533333337,660.6880721580276,Wall
4536,5,1261,752,3792.1578799999997,-422.18886666666674,648.3419985476253,OID6,10,1840,253,9579.533660000001,3661.79033,1116.5414001100562,Wall
4538,5,1262,753,3796.60854,-433.55364,659.2915335959233,OID6,10,1847,275,9645.53191,3480.2919433333336,1399.0850261193748,Wall
4540,5,1266,752,3841.00836,-428.7709366666667,646.4903214398257,OID6,10,1844,257,9619.753850000001,3631.6683599999997,1336.4858762388367,Wall
4542,5,1267,754,3845.35015,-440.93744,647.2300792645999,OID6,10,1841,233,9592.04479,3825.369233333334,1383.974963258897,Wall
4544,5,1269,754,3869.3722399999997,-445.03375,619.7963430062034,OID6,10,1845,200,9634.27024,4100.9106,1373.789338827265,Wall
4546,5,1262,757,3802.94139,-466.13181666666674,630.8808168796938,OID6,10,1842,181,9604.6654,4252.769316666667,1195.7511650855504,Wall
4556,5,1303,763,4207.9680499999995,-519.3952666666668,273.8986874861655,OID6,10,1610,157,7275.23916,4453.41454,1224.0979497041462,OID7
4558,5,1284,765,4020.50345,-533.70947,335.15254747135555,OID6,10,1621,154,7394.59575,4478.630956666667,1040.9151492720491,OID7
4560,5,1567,793,6852.45511,-765.09217,0.1,Floor,10,1581,155,6993.80025,4470.6107,990.3268785840012,OID7
4564,5,1439,785,5574.16046,-700.81888,0.1,Floor,10,1624,150,7423.17595,4505.250796666667,707.241116189269,OID7
4628,5,1631,733,7488.00043,-271.20178,0.1,Floor,10,780,418,-1019.5053499999999,2308.7750866666665,0.1,Floor
4630,5,1778,725,8964.01704,-207.9207166666667,0.1,Floor,10,781,418,-1006.8728100000001,2314.3788566666667,0.1,Floor
4632,5,1843,701,9609.61493,-4.106946666666687,683.734734550033,Wall,10,783,417,-994.91119,2319.6041966666667,0.1,Floor
4634,5,1845,703,9634.33886,-26.398676666666688,818.598052965423,Wall,10,781,414,-1012.0563,2342.5871133333335,0.1,Floor
4636,5,1842,701,9597.99405,-8.30529,1175.5656527839014,Wall,10,791,419,-908.24975,2304.978016666667,0.1,Floor
4638,5,1842,705,9600.917010000001,-40.593593333333345,1271.7928365246603,Wall,10,791,406,-913.9094299999999,2411.2527666666665,0.1,Floor
4640,5,1842,707,9603.12337,-56.779560000000004,1428.7103934946658,Wall,10,796,405,-859.05574,2416.7137866666667,0.1,Floor
4642,5,1847,706,9654.54418,-48.217566666666684,1565.4224266059955,Wall,10,798,404,-843.57224,2422.536446666667,0.1,Floor
4644,5,1849,712,9665.45342,-98.31788666666668,1638.6881071365021,Wall,10,800,367,-817.8640600000001,2728.0760266666666,0.1,Floor
4646,5,1841,738,9586.3022,-315.1065633333334,1580.051762141009,Wall,10,798,401,-841.9275299999999,2449.9677733333333,0.1,Floor
4648,5,1579,779,6967.38738,-648.8761066666667,0.1,Floor,10,814,398,-675.9715900000001,2471.47604,0.1,Floor
4656,5,1845,781,9625.46441,-660.3076,857.6158751295609,Wall,10,812,402,-699.90753,2446.1432433333334,0.1,Floor
4658,5,1846,776,9637.90248,-620.2415433333335,1021.7936466623661,Wall,10,810,387,-724.1300000000001,2565.5141599999997,0.1,Floor
4660,5,1843,811,9610.61563,-906.0192466666667,46.224978328768884,Wall,10,817,389,-648.3296600000001,2552.242403333333,0.1,Floor
4662,5,1845,811,9633.74137,-909.4070366666667,0.1,Floor,10,817,386,-652.29366,2573.0993900000003,0.1,Floor
4668,5,1501,769,6190.357550000001,-561.6221733333334,0.1,Floor,10,832,378,-495.37703999999997,2635.3019,0.1,Floor
4670,5,1502,777,6202.391299999999,-633.1616300000001,0.1,Floor,10,825,373,-572.78515,2681.6159966666664,0.1,Floor
4686,5,1830,875,9476.19303,-1435.004226666667,0.1,Floor,10,860,254,-223.50471000000005,3657.6404199999997,0.1,Floor
4688,5,1837,852,9547.84327,-1245.84593,0.1,Floor,10,875,248,-66.33599000000004,3704.266746666667,0.1,Floor
4690,5,1849,855,9669.81558,-1272.1121,0.1,Floor,10,879,238,-29.878370000000018,3784.054366666667,0.1,Floor
4698,5,1842,765,9603.6173,-533.8919266666668,4.301754625551666,Wall,10,881,224,-10.447959999999966,3903.992326666667,0.1,Floor
4700,5,1847,693,9652.99047,60.80437,19.698653446928574,Wall,10,881,223,-6.171860000000038,3909.757336666667,0.1,Floor
4702,5,1849,729,9672.09798,-235.59394,5.22213412375595,Wall,10,882,222,-2.0790700000000015,3915.828556666667,0.1,Floor
4704,5,1840,716,9581.14677,-131.56802,0.1,Floor,10,894,226,122.06726000000003,3888.7985833333337,0.1,Floor
4706,5,1842,703,9600.13753,-27.343019999999996,0.1,Floor,10,883,221,6.041510000000017,3928.469206666667,0.1,Floor
4710,5,1836,679,9538.6116,173.49623666666668,0.1,Floor,10,906,241,244.20384,3766.209946666667,0.1,Floor
4712,5,1808,679,9259.38147,168.66817333333336,0.1,Floor,10,896,235,137.73774000000003,3814.5491733333333,0.1,Floor
4714,5,1781,720,8988.74674,-167.81111333333337,0.1,Floor,10,908,252,261.07701,3671.6271733333333,0.1,Floor
4722,5,1755,636,8726.35722,523.3172033333334,0.1,Floor,10,875,323,-69.28017,3092.1769,0.1,Floor
4724,5,1737,636,8545.63384,522.22506,0.1,Floor,10,881,325,-7.374680000000012,3074.15821,0.1,Floor
4726,5,1729,627,8465.17247,596.2929266666667,0.1,Floor,10,879,335,-25.02642000000003,2989.3040533333333,0.1,Floor
4732,5,1687,655,8052.307,365.4403433333334,0.1,Floor,10,884,352,23.743060000000014,2848.90056,0.1,Floor
4736,5,1759,650,8771.00449,409.7303433333334,0.1,Floor,10,881,362,-9.853439999999978,2768.4859533333333,0.1,Floor
4738,5,1841,624,9590.77674,619.8841133333334,151.32651314383338,Wall,10,892,360,103.82925999999998,2790.20272,0.1,Floor
5985,5,1151,840,2690.48721,-1149.3421366666666,0.1,Floor,10,1840,423,9583.29549,2267.08063,2623.817891015039,Wall
5987,5,1212,852,3304.50156,-1249.1085633333332,0.1,Floor,10,1841,424,9589.08986,2266.2346566666665,2586.6986416636896,Wall
5989,5,1036,864,1540.7135899999998,-1347.71144,0.1,Floor,10,1843,427,9605.628499999999,2240.4014833333335,2570.575812370535,Wall
5991,5,1025,869,1427.2390799999998,-1388.4679833333334,0.1,Floor,10,1845,431,9632.91863,2206.2705366666664,2568.6785270889864,Wall
5993,5,1028,883,1463.6928899999998,-1502.3355466666667,0.1,Floor,10,1847,436,9650.41404,2164.0548266666665,2558.666329127492,Wall
5995,5,1029,867,1469.97959,-1365.6227,0.1,Floor,10,1849,442,9668.02723,2113.609753333333,2534.4541779834844,Wall
5997,5,996,878,1135.14851,-1461.1872066666667,0.1,Floor,10,1841,449,9586.028470000001,2054.9825666666666,2501.4674461941077,Wall
6017,5,723,809,-1591.24989,-893.34346,0.1,Floor,10,1169,457,2866.62356,1988.22024,112.49364250067424,PID1
6019,5,979,818,973.4236999999998,-967.84268,0.1,Floor,10,1170,457,2884.23258,1992.20416,1027.2696944518862,PID1
6039,5,1119,874,2370.9561,-1429.9891033333333,0.1,Floor,10,1186,456,3044.82653,1996.22658,2051.9021939454688,PID1
6045,5,1125,787,2430.92667,-711.3988366666666,0.1,Floor,10,1201,493,3191.49912,1693.45266,1043.7254998149106,OID5
6051,5,1120,894,2376.303,-1588.8591633333335,0.1,Floor,10,1205,496,3231.45991,1671.6029433333333,1119.1627169225976,OID5
6075,5,1131,964,2493.12211,-2164.736696666667,0.1,Floor,10,1171,684,2889.23242,128.1700699999999,359.9094006957357,Wall
6077,5,1131,955,2486.59169,-2089.0088833333334,0.1,Floor,10,1181,685,2989.61465,126.54321000000004,345.9347717669184,Wall
6079,5,1140,980,2579.92586,-2297.2906133333336,0.1,Floor,10,1183,685,3009.11718,125.52227999999991,309.03985921420826,Wall
6085,5,1279,871,3969.74905,-1400.1093033333334,0.1,Floor,10,1197,686,3152.34611,112.80754333333311,144.56100993970017,Wall
6087,5,1276,872,3943.21021,-1410.1255433333333,0.1,Floor,10,1198,684,3159.60539,133.04720999999995,96.19389663086577,Wall
6089,5,1274,873,3916.61698,-1420.1929333333333,0.1,Floor,10,1203,675,3206.51996,203.81276666666645,279.5445969849525,Wall
6091,5,1274,868,3920.09276,-1381.0766733333335,0.1,Floor,10,1221,683,3393.1692,141.33184000000006,67.37199804494549,Wall
6105,5,1252,883,3703.49742,-1498.9018033333334,0.1,Floor,10,1278,491,3955.69296,1716.84518,644.1980894752289,OID5
6107,5,1117,1012,2345.84451,-2554.7641733333335,0.1,Floor,10,1247,457,3654.28151,1995.682,3629.2820377520516,PID1
6109,5,1247,884,3648.43641,-1509.9849633333333,0.1,Floor,10,1249,456,3672.85052,1999.34048,3405.861790403937,PID1
6111,5,1244,885,3621.50206,-1514.5703833333332,0.1,Floor,10,1251,456,3693.48385,2004.0684,2819.95672707645,PID1
6113,5,1242,885,3596.27666,-1518.5421833333335,0.1,Floor,10,1253,455,3713.88846,2007.75317,5204.820218530284,PID1
6115,5,1242,880,3599.83698,-1471.7150533333333,0.1,Floor,10,1255,455,3734.63078,2011.43906,2702.096468618043,PID1
6117,5,1236,886,3542.00333,-1523.3085933333334,0.1,Floor,10,1258,454,3755.50783,2015.20401,2473.234598683342,PID1
6119,5,1234,886,3517.01854,-1524.2915233333333,0.1,Floor,10,1260,454,3776.75497,2019.01229,2652.2187941466045,PID1
6121,5,1231,886,3493.28356,-1525.3426633333333,0.1,Floor,10,1262,453,3796.42303,2023.26366,2080.2355072254904,PID1
6139,5,1041,882,1591.79657,-1493.7727333333332,0.1,Floor,10,1282,450,4000.39161,2053.25182,1019.2628085521346,PID1
6141,5,1044,873,1617.70944,-1415.6929533333332,0.1,Floor,10,1284,449,4020.55297,2053.47969,1004.9025274509023,PID1
6143,5,1039,899,1573.59264,-1628.92825,0.1,Floor,10,1286,450,4039.80721,2052.70453,999.4876609405131,PID1
6145,5,1029,862,1469.558,-1324.8859400000001,0.1,Floor,10,1288,450,4057.75714,2050.64159,1005.3756068791715,PID1
6173,5,1170,881,2878.42183,-1483.1185933333334,0.1,Floor,10,1312,455,4297.95428,2008.1251,1885.4929009103312,PID1
6175,5,1171,875,2887.0680700000003,-1437.6025133333333,0.1,Floor,10,1314,455,4317.0815,2004.34657,1876.4741213953919,PID1
6177,5,1166,882,2836.17164,-1492.0683433333334,0.1,Floor,10,1316,456,4336.42624,2000.28842,1853.536945318949,PID1
6179,5,1164,880,2815.54591,-1471.8826433333334,0.1,Floor,10,1318,457,4355.78582,1995.89738,1834.258983659098,PID1
6181,5,1161,883,2794.63195,-1501.9849233333334,0.1,Floor,10,1319,457,4374.9904,1991.08623,1814.1013653978262,PID1
6185,5,948,929,663.0924299999999,-1878.83596,0.1,Floor,10,1323,458,4414.13109,1980.46042,1776.2180542030997,PID1
6187,5,949,934,672.6602700000001,-1918.0326833333334,0.1,Floor,10,1325,459,4433.6168,1974.93892,1756.4018133029963,PID1
6211,5,928,948,462.18084999999996,-2035.0441233333336,0.1,Floor,10,1348,463,4658.37237,1940.70403,1776.8456683502397,PID1
6219,5,862,903,-195.67102999999997,-1667.16724,0.1,Floor,10,1355,463,4727.78507,1942.14865,1739.0476529576945,PID1
6221,5,897,902,151.2270900000001,-1653.2402,0.1,Floor,10,1357,463,4745.7488,1942.74073,1740.8954425629859,PID1
6223,5,895,903,127.98692000000005,-1664.18122,0.1,Floor,10,1358,463,4763.10383,1944.01895,1730.2622557347806,PID1
6227,5,890,905,82.18887999999993,-1683.444,0.1,Floor,10,1362,462,4800.95303,1947.89343,1699.2944190975757,PID1
6229,5,883,899,8.813290000000052,-1633.6520666666668,0.1,Floor,10,1364,462,4818.68917,1949.64065,1692.3263259741575,PID1
6231,5,881,903,-14.705780000000004,-1666.1100166666668,0.1,Floor,10,1366,462,4837.33117,1951.49031,1689.473146201165,PID1
6233,5,883,908,11.707080000000019,-1705.76625,0.1,Floor,10,1368,462,4856.38677,1953.70022,1700.2923257325097,PID1
6265,5,841,903,-406.25008,-1660.5038866666666,0.1,Floor,10,1398,458,5158.30812,1986.3658,1840.4421114262825,PID1
6267,5,839,902,-428.77756,-1658.0860666666667,0.1,Floor,10,1400,458,5175.82464,1984.06098,1833.1490636949743,PID1
6269,5,842,909,-400.93775000000005,-1712.99271,0.1,Floor,10,1401,458,5193.12327,1980.91553,1825.8977233142953,PID1
6271,5,835,901,-472.91592,-1651.5297666666668,0.1,Floor,10,1403,459,5211.00775,1977.27474,1822.353572891985,PID1
6273,5,837,908,-446.14676999999995,-1705.9063,0.1,Floor,10,1405,459,5229.18476,1973.47606,1817.4628773352113,PID1
6287,5,810,938,-717.29107,-1946.7560966666667,0.1,Floor,10,1419,463,5372.97921,1946.67776,1358.4960282832849,PID1
6289,5,807,953,-750.16752,-2070.272226666667,0.1,Floor,10,1421,463,5394.37754,1942.8466,1356.2356021320725,PID1
6299,5,796,981,-861.02848,-2300.975426666667,0.1,Floor,10,1432,466,5502.72696,1918.3819,1307.266663613476,PID1
6301,5,794,994,-883.27001,-2412.57932,0.1,Floor,10,1434,467,5524.48739,1912.58277,1297.754112670475,PID1
6303,5,796,1010,-855.75232,-2541.0126600000003,0.1,Floor,10,1437,467,5546.82391,1906.57497,1288.1472453957194,PID1
6305,5,783,1004,-988.4813300000001,-2494.3956900000003,0.1,Floor,10,1439,468,5568.75874,1900.17804,1288.4971421339435,PID1
6311,5,784,970,-976.8506,-2213.2358433333334,0.1,Floor,10,1446,471,5635.94677,1878.0736,1305.0189336509604,PID1
