Frame,GID_1,GID_1 PlotX,GID_1 PlotY,GID_1 G3DX,GID_1 G3DY,GID_1 G3DZ,GID_1 Label,GID_2,GID_2 PlotX,GID_2 PlotY,GID_2 G3DX,GID_2 G3DY,GID_2 G3DZ,GID_2 Label
6337,5,988,911,1062.53432,-1731.6740333333332,0.1,Floor,10,1841,584,9592.533940000001,952.7468466666664,1733.308793656025,Wall
6351,5,763,1025,-1190.46447,-2663.03841,85.18231275386074,OID12,10,1841,545,9592.6832,1267.15634,1737.251365979653,Wall
6353,5,755,996,-1266.87541,-2427.6651933333333,0.1,Floor,10,1845,537,9631.95493,1335.5159566666666,1749.5707268942297,Wall
6355,5,758,1026,-1243.21994,-2674.4104500000003,58.960650436767764,OID12,10,1847,535,9652.13886,1354.2199133333334,1741.9703446032613,Wall
6357,5,748,1033,-1339.43467,-2728.69623,0.1,Floor,10,1849,532,9671.8262,1373.05454,1710.4531289966048,Wall
6359,5,745,1022,-1365.42507,-2640.2049633333336,0.1,Floor,10,1842,524,9601.48696,1441.8360366666666,1696.2020051254099,Wall
6361,5,744,1012,-1381.2086399999998,-2559.1176,0.1,Floor,10,1844,524,9621.58842,1443.7033366666665,1698.8064238164716,Wall
6363,5,737,1009,-1446.82577,-2535.52401,0.1,Floor,10,1847,520,9651.92225,1471.6412566666668,1661.1918284673507,Wall
6365,5,736,997,-1462.5998399999999,-2436.2283500000003,0.1,Floor,10,1849,516,9672.488860000001,1508.41811,1632.7907463724791,Wall
6367,5,733,997,-1487.5489499999999,-2437.19899,0.1,Floor,10,1841,511,9592.088179999999,1545.6037733333333,1587.1068714770274,Wall
6371,5,728,969,-1536.59568,-2206.117376666667,0.1,Floor,10,1845,522,9628.74843,1462.3293566666666,1508.0490795955047,Wall
6373,5,726,958,-1561.02513,-2115.4052899999997,0.1,Floor,10,1849,506,9674.8073,1587.9062266666665,1497.8081987552532,Wall
6375,5,1,1237,-8805.49542,-4399.539993333334,3900.552193855121,Wall,10,1840,513,9581.22757,1534.6359733333334,1473.8762171343271,Wall
6377,5,0,960,-8820.46589,-2133.0107566666666,2046.2369584708395,Wall,10,1843,501,9607.521219999999,1634.9647233333333,1552.036968786124,Wall
6379,5,0,970,-8824.63141,-2216.93459,1950.5374804295966,Wall,10,1845,502,9628.582279999999,1620.1964566666666,1590.2689947599367,Wall
6381,5,0,949,-8819.91695,-2041.04852,1795.8136250262874,Wall,10,1847,504,9648.58913,1604.2616,1542.8632011098377,Wall
6389,5,1,918,-8811.19265,-1782.81346,1522.3663578560972,Wall,10,1521,471,6387.2332,1873.9053,1304.4505116457824,PID1
6391,5,0,925,-8816.2491,-1846.0732466666668,1348.075076823856,Wall,10,1523,472,6406.56721,1870.98784,1295.6841829837526,PID1
6393,5,1,929,-8811.6751,-1875.33559,1303.9558426985782,Wall,10,1525,472,6425.50775,1867.52568,1291.2474046333828,PID1
6395,5,1,913,-8806.87524,-1746.12561,1296.0760689019858,Wall,10,1526,473,6444.8979,1864.561,1295.0369743002307,PID1
6397,5,0,899,-8821.76596,-1633.1823766666666,1343.5398089009668,Wall,10,1528,473,6463.46648,1860.85393,1304.1541418093336,PID1
6399,5,1,903,-8806.36343,-1661.61711,1380.7011981366177,Wall,10,1530,473,6482.48079,1857.70016,1324.3011117500187,PID1
7732,5,959,847,767.4828499999999,-1208.2119666666667,0.1,Floor,10,819,868,-628.9663600000003,-1380.8005033333334,1503.7832309478044,Wall
7738,5,898,863,157.4062600000002,-1333.2001966666667,0.1,Floor,10,809,879,-731.8861299999999,-1470.26826,1600.508806736583,Wall
7740,5,937,854,550.1672699999999,-1266.1088533333334,0.1,Floor,10,776,884,-1060.54691,-1511.54706,1633.1068695956885,Wall
7742,5,928,852,464.0834399999999,-1249.83035,0.1,Floor,10,1320,586,4381.80251,931.1701133333333,1892.7646193484698,OID6
7744,5,937,857,547.8280399999999,-1283.5736666666667,0.1,Floor,10,1318,587,4362.39255,925.0047666666666,1894.5701167985555,OID6
7746,5,939,856,571.5848099999998,-1275.836546666667,0.1,Floor,10,1317,589,4351.56356,912.1547466666667,1895.34796617422,OID6
7750,5,802,877,-800.1691700000001,-1454.3050933333334,0.1,Floor,10,1313,590,4310.5718,900.0164199999999,1897.332880672458,OID6
7752,5,804,877,-777.1235299999998,-1447.8480633333334,0.1,Floor,10,1312,590,4298.32117,898.0807133333333,1900.9344981169163,OID6
7754,5,804,882,-783.05504,-1492.8619033333334,0.1,Floor,10,1310,591,4276.35869,896.5949666666667,1900.7153941978745,OID6
7756,5,809,875,-729.7564500000001,-1438.1944133333334,0.1,Floor,10,1307,592,4254.29026,886.7404266666666,1897.1563316309205,OID6
7758,5,808,881,-737.2245800000001,-1483.8104633333332,0.1,Floor,10,1306,592,4241.51618,885.66126,1898.9769346693724,OID6
7760,5,811,878,-714.66056,-1455.1903933333333,0.1,Floor,10,1305,594,4228.93852,867.6694466666667,1899.544102173223,OID6
7764,5,818,874,-641.3734999999999,-1423.3256433333333,0.1,Floor,10,1304,599,4223.55347,824.1853966666666,1911.5507094246045,OID6
7784,5,837,877,-453.2250899999999,-1449.1561833333335,0.1,Floor,10,1285,603,4030.7712199999996,792.58285,1881.7588683298354,OID6
7832,5,1056,780,1738.14829,-654.8395533333334,0.1,Floor,10,1252,623,3698.7635600000003,628.1082266666666,1873.4851861081536,OID6
7834,5,1147,721,2648.00725,-170.48962333333327,0.1,Floor,10,1250,626,3684.7390400000004,609.3136033333334,1872.0196721664988,OID6
7836,5,1073,680,1908.38481,163.87774666666678,870.8759186872649,PID7,10,1248,626,3659.9223700000002,606.9939666666667,1870.4293889506532,OID6
7838,5,1073,656,1908.30078,357.48222,1019.8242316236701,PID7,10,1246,626,3635.31135,604.53101,1867.0968051629793,OID6
7846,5,1102,709,2196.76628,-71.36008000000004,0.1,Floor,10,1241,625,3587.92948,617.9109033333334,1883.6129915698589,OID6
7848,5,1098,725,2156.11589,-208.66914999999995,0.1,Floor,10,1239,625,3573.53191,614.4756466666666,1882.9895147615657,OID6
7874,5,1028,525,1463.7783100000001,1431.802736666667,734.8469582653727,OID8,10,323,588,-5585.25886,921.6886133333334,0.1,Floor
7876,5,1027,491,1454.86304,1709.2694633333335,773.0196752589777,OID8,10,291,588,-5912.77217,916.2380533333334,0.1,Floor
7878,5,1049,525,1666.12324,1435.97983,879.6807860071,OID8,10,299,589,-5829.861150000001,911.6030533333334,0.1,Floor
7880,5,1038,525,1557.57359,1436.727656666667,910.8511187458761,OID8,10,288,570,-5936.7863,1066.0695966666667,0.1,Floor
7886,5,1077,528,1950.4749299999999,1411.779936666667,910.9274203939799,OID8,10,235,548,-6469.6921,1246.0473733333336,0.1,Floor
7892,5,1101,531,2192.09262,1386.291016666667,955.4029222290177,OID8,10,1,521,-8810.96872,1467.9259966666668,1034.4201020970377,Wall
7922,5,1075,637,1930.27545,516.40162,1358.1154850123526,PID1,10,0,335,-8824.22939,2991.514276666667,2346.1035934572137,Wall
7926,5,1060,640,1780.73452,488.6853933333335,1378.4871599736175,PID1,10,1,394,-8813.269110000001,2511.985566666667,2425.984617285257,Wall
7928,5,1053,644,1705.14524,462.67619,1310.089172726617,PID1,10,1,420,-8810.75271,2292.79871,2404.5763636837664,Wall
7930,5,1203,554,3208.50589,1195.70378,1017.5774724952084,OID8,10,1,421,-8807.70487,2289.41632,2353.3408192760453,Wall
7932,5,1047,643,1651.26963,471.07563666666675,1368.3186766716385,PID1,10,1,452,-8812.34831,2036.03423,2316.088768290241,Wall
7942,5,881,723,-14.13997,-188.5347,1530.026935843899,PID1,10,881,639,-8.477739999999812,502.14873,1742.29399875018,PID5
7944,5,883,721,5.65473,-174.5291,1546.4370208779148,PID1,10,0,612,-8821.94612,720.1822199999999,1206.7425072802816,Wall
7946,5,885,720,25.30424,-160.18355,1568.1460036384615,PID1,10,1,635,-8806.20166,529.2005966666667,1236.5001228919039,Wall
7948,5,886,718,44.98469,-145.60657,1575.875103568761,PID1,10,1,660,-8810.89326,329.69072,1259.400441116929,Wall
8000,5,1112,633,2303.65027,545.51827,830.2600773481345,PID10,10,1,778,-8810.17751,-637.32645,2750.1868856346982,Wall
8002,5,1121,597,2392.52647,843.7413533333333,1284.7122291038745,PID10,10,1,778,-8807.63839,-640.35791,2745.1187795669857,Wall
8004,5,1115,599,2331.68202,824.29174,1289.6418779494707,PID10,10,1,778,-8814.3288,-643.13131,2748.594723118259,Wall
8006,5,1112,610,2301.00385,737.62958,1230.4192169965395,PID10,10,1,779,-8811.352930000001,-645.3982100000001,2795.156033272684,Wall
8008,5,1108,608,2260.2151,750.32916,1244.558885993079,PID10,10,0,756,-8818.91323,-455.82329333333337,2875.108991523116,Wall
8010,5,1100,624,2179.7855600000003,620.9963133333333,1142.2354638774773,PID10,10,1,757,-8805.80575,-466.29220666666674,2926.588756790924,Wall
8012,5,1104,607,2219.0786200000002,758.4792933333333,1251.0324663262743,PID10,10,1,734,-8813.19153,-276.52013999999997,2970.349062167159,Wall
8014,5,1100,610,2178.87166,737.31308,1282.6181977360247,PID10,10,1,712,-8810.75493,-94.96144666666669,2993.8639705218593,Wall
8016,5,1099,610,2168.9473,741.2093466666668,1275.0738719350866,PID10,10,1,688,-8808.60385,94.96095,3030.9475736801487,Wall
8018,5,1103,629,2209.3009899999997,578.4109866666668,960.5190150345779,PID10,10,0,667,-8816.787629999999,268.39409,3087.52571411452,Wall
8020,5,1093,619,2110.00117,665.5009966666667,1139.1097847460953,PID10,10,1,645,-8805.37697,450.4893933333334,3149.876779019058,Wall
8022,5,1095,617,2131.01084,677.2650866666667,1132.4208241924996,PID10,10,1,623,-8814.6669,632.5543366666667,3232.0856015326026,Wall
8024,5,1097,614,2152.37777,705.3967033333333,1123.3159001491217,PID10,10,1,601,-8813.71714,814.84363,3246.05426280558,Wall
8026,5,1089,612,2074.17874,725.2345166666667,1157.3888456371546,PID10,10,0,557,-8823.439620000001,1172.5823733333334,3280.1005804735396,Wall
8028,5,1091,612,2086.74624,719.58233,1151.070871236458,PID10,10,0,535,-8823.71962,1355.5504466666666,3291.4703685849354,Wall
8030,5,1093,609,2109.79625,747.0120966666667,1083.4525052789727,PID10,10,0,513,-8824.02634,1530.299026666667,3319.4251309574706,Wall
8032,5,1084,608,2023.24699,757.4437266666666,1171.3657426032355,PID10,10,1,513,-8814.97318,1530.664506666667,3347.641057208095,Wall
8044,5,1394,706,5124.29046,-46.26202999999998,0.1,Floor,10,1,470,-8805.26639,1887.507346666667,3349.648137663612,Wall
8046,5,1407,706,5250.52622,-52.18529666666677,0.1,Floor,10,0,472,-8818.28147,1871.73923,3289.504338881764,Wall
8048,5,1411,698,5285.31087,16.819056666666597,0.1,Floor,10,1,475,-8811.12923,1847.81167,3243.277041620154,Wall
8052,5,1458,664,5761.91926,298.1518,0.1,Floor,10,1,497,-8805.68358,1666.602476666667,3116.522993194064,Wall
8054,5,1471,639,5894.30438,503.02148666666665,0.1,Floor,10,0,525,-8816.63828,1433.4670733333335,2824.2618649290907,Wall
8062,5,1297,579,4147.0875,988.2265566666667,858.06024281781,PID2,10,1,634,-8805.81148,538.6599,729.4294067177448,Wall
8064,5,1276,565,3936.03086,1104.2812866666668,936.9133167752645,PID2,10,1,655,-8814.7013,367.34682333333336,673.6705597818986,Wall
8066,5,1277,559,3954.3042100000002,1154.01,967.496365838269,PID2,10,0,655,-8822.83026,370.7739666666667,713.7322391113062,Wall
8068,5,1331,592,4492.53665,887.1438766666668,0.1,Floor,10,1,674,-8811.0772,215.4823366666667,739.7864202673654,Wall
8070,5,1303,568,4210.61711,1078.4883666666667,199.90502892427412,PID2,10,1,692,-8808.73574,68.16266,774.2900370629095,Wall
8576,5,1840,279,9578.48083,3453.9960733333337,1138.998504952622,Wall,10,1,507,-8808.56807,1581.062706666667,485.0882624127214,Wall
8578,5,1847,261,9647.895069999999,3594.809846666667,1162.7637386207302,Wall,10,1,500,-8811.88271,1640.18345,518.5601478144611,Wall
8580,5,1842,269,9601.17024,3536.51171,1190.8759996319654,Wall,10,1,517,-8805.8065,1499.3692933333336,559.3497119076835,Wall
8582,5,1843,295,9614.76917,3319.81954,1260.0696107908313,Wall,10,1,517,-8809.07569,1500.6172133333334,583.5543107343631,Wall
8584,5,1844,289,9618.4275,3370.0049266666665,1275.8007092565858,Wall,10,0,526,-8822.32391,1427.1804333333334,621.599264473201,Wall
8586,5,1848,292,9661.13992,3344.3657233333333,1292.816273487099,Wall,10,1,534,-8805.0114,1362.1046466666671,635.1207033548512,Wall
8588,5,1843,308,9607.80241,3214.19267,1098.6862861106129,Wall,10,0,542,-8816.88652,1297.52629,671.8100434710818,Wall
8590,5,1849,318,9669.55567,3128.6465233333333,1209.8963769289135,Wall,10,1,541,-8807.307499999999,1300.3555900000001,701.4988040312533,Wall
8592,5,1843,323,9612.952140000001,3092.365146666667,1252.6272153640898,Wall,10,1,541,-8806.59462,1304.3182000000002,722.3819371284394,Wall
8596,5,1840,345,9579.34537,2908.71708,1065.9801891264437,Wall,10,1,532,-8813.73667,1381.105896666667,762.6360718506451,Wall
8598,5,1843,349,9611.41245,2878.004006666667,1041.5128381034483,Wall,10,1,531,-8811.8379,1387.168396666667,776.2091017145729,Wall
8608,5,1847,362,9654.86809,2771.0591033333335,1111.333887246767,Wall,10,1,470,-8813.01608,1888.0756033333334,749.29457761823,Wall
8610,5,1840,368,9576.82053,2720.4023833333335,1138.3548055925128,Wall,10,1,447,-8810.87595,2070.155423333334,752.3372074347712,Wall
8612,5,1843,370,9609.997930000001,2703.2099966666665,1136.550843643607,Wall,10,0,435,-8819.517,2169.97675,766.702534780946,Wall
8620,5,1843,377,9606.21849,2649.0857266666667,1188.9189953782684,Wall,10,0,420,-8820.55228,2295.343146666667,843.9579551063255,Wall
8622,5,1846,380,9640.50143,2622.2090066666665,1185.8066074198841,Wall,10,0,396,-8818.820889999999,2488.5319600000003,853.2910163908659,Wall
8628,5,1846,435,9640.63751,2176.10022,1396.6549635984666,Wall,10,1,405,-8813.49408,2419.52355,920.2487813925711,Wall
8630,5,1848,435,9655.782299999999,2172.8744,1388.3703383798165,Wall,10,1,387,-8812.037830000001,2563.948963333334,927.0938965850515,Wall
8632,5,1841,435,9592.3321,2169.13099,1420.9301030032357,Wall,10,1,396,-8810.62859,2491.7327,962.4942099298214,Wall
8634,5,1844,435,9618.35664,2173.4659833333335,1442.3505200826671,Wall,10,1,395,-8809.06856,2503.1374299999998,987.056145128934,Wall
